,timeCode,blendShapes.EyeBlinkLeft,blendShapes.EyeLookDownLeft,blendShapes.EyeLookInLeft,blendShapes.EyeLookOutLeft,blendShapes.EyeLookUpLeft,blendShapes.EyeSquintLeft,blendShapes.EyeWideLeft,blendShapes.EyeBlinkRight,blendShapes.EyeLookDownRight,blendShapes.EyeLookInRight,blendShapes.EyeLookOutRight,blendShapes.EyeLookUpRight,blendShapes.EyeSquintRight,blendShapes.EyeWideRight,blendShapes.JawForward,blendShapes.JawLeft,blendShapes.JawRight,blendShapes.JawOpen,blendShapes.MouthClose,blendShapes.MouthFunnel,blendShapes.MouthPucker,blendShapes.MouthLeft,blendShapes.MouthRight,blendShapes.MouthSmileLeft,blendShapes.MouthSmileRight,blendShapes.MouthFrownLeft,blendShapes.MouthFrownRight,blendShapes.MouthDimpleLeft,blendShapes.MouthDimpleRight,blendShapes.MouthStretchLeft,blendShapes.MouthStretchRight,blendShapes.MouthRollLower,blendShapes.MouthRollUpper,blendShapes.MouthShrugLower,blendShapes.MouthShrugUpper,blendShapes.MouthPressLeft,blendShapes.MouthPressRight,blendShapes.MouthLowerDownLeft,blendShapes.MouthLowerDownRight,blendShapes.MouthUpperUpLeft,blendShapes.MouthUpperUpRight,blendShapes.BrowDownLeft,blendShapes.BrowDownRight,blendShapes.BrowInnerUp,blendShapes.BrowOuterUpLeft,blendShapes.BrowOuterUpRight,blendShapes.CheekPuff,blendShapes.CheekSquintLeft,blendShapes.CheekSquintRight,blendShapes.NoseSneerLeft,blendShapes.NoseSneerRight,blendShapes.TongueOut,blendShapes.HeadRoll,blendShapes.HeadPitch,blendShapes.HeadYaw
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019693199545145035,0.0,0.0,0.0,0.0,0.0,0.0,0.020125342532992363,0.012873804196715355,0.0012283027172088623,0.0032622329890727997,0.09439657628536224,0.0,0.0,0.0,0.0,0.0,0.06156008318066597,0.05296599492430687,0.0,0.0,0.028939979150891304,0.025171024724841118,0.011577003635466099,0.012005305849015713,0.0,0.0,0.0,0.05956130847334862,0.0,0.0,0.004629062954336405,0.013393319211900234,0.019823137670755386,0.02725684642791748,0.0015444547170773149,0.0,0.0,0.01824258267879486,0.022705575451254845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.03333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0431695356965065,0.0,0.0,0.0,0.0,0.0,0.0,0.04343971610069275,0.027958575636148453,0.0011812607990577817,0.0022445914801210165,0.10980396717786789,0.0,0.0044746496714651585,0.0,0.0,5.4039363021729514e-05,0.06588607281446457,0.052009183913469315,0.0,0.0014240281889215112,0.023883815854787827,0.020534895360469818,0.011052572168409824,0.01128658652305603,0.00046736374497413635,0.0,0.0,0.07486896216869354,0.010395552031695843,0.0012483762111514807,0.015560783445835114,0.023322029039263725,0.037119124084711075,0.043818119913339615,0.030392741784453392,0.02626069076359272,0.04651982709765434,0.009661033749580383,0.012364307418465614,0.0,0.0,0.0,0.0,0.00038461448275484145,0.0,0.0,0.0,0.0
2,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.06296837329864502,0.0,0.0,0.0,0.0,0.0,0.0,0.06297105550765991,0.03666037321090698,0.0,0.003972026985138655,0.11204023659229279,0.0,0.0,0.0,0.0,0.0005813082098029554,0.05420750379562378,0.043437451124191284,0.0,0.0012156208977103233,0.0159024465829134,0.013498928397893906,0.01053544320166111,0.010673625394701958,0.009707402437925339,0.0,0.004101407714188099,0.08437551558017731,0.020934507250785828,0.008931771852076054,0.022162945941090584,0.028316428884863853,0.04965653643012047,0.055571991950273514,0.03410259634256363,0.03008243255317211,0.06262603402137756,0.010607294738292694,0.01258040964603424,0.0,0.0,0.0,0.0,0.0004848279641009867,0.0,0.0,0.0,0.0
3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.07782038301229477,0.0,0.0,0.0,0.0,0.0,0.0,0.0773162767291069,0.04077984020113945,0.0,0.007550821639597416,0.08753546327352524,0.0,0.012478669174015522,0.0,0.000464763113996014,0.0020436514168977737,0.0427427738904953,0.03771847113966942,0.0,0.0,0.010939165949821472,0.009521941654384136,0.009878224693238735,0.009917757473886013,0.012609484605491161,0.0,0.017514429986476898,0.09339674562215805,0.027447599917650223,0.014468632638454437,0.026167863979935646,0.030625734478235245,0.06624997407197952,0.07146669924259186,0.037816520780324936,0.034938912838697433,0.06877952069044113,0.011507969349622726,0.012529888190329075,0.0,0.0,0.0,0.005144271068274975,0.005339946132153273,0.0,0.0,0.0,0.0
4,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.001972589874640107,0.08242254704236984,0.0,0.0,0.0,0.0,0.0,0.0,0.08168211579322815,0.037248361855745316,0.0,0.009406096301972866,0.06378334015607834,0.0,0.023197371512651443,0.0,0.0012358035892248154,0.0032629170455038548,0.02590824104845524,0.026695817708969116,0.0025179514195770025,0.0008600711007602513,0.0035158044192939997,0.0035017577465623617,0.008738980628550053,0.008814206346869469,0.01232034619897604,0.0,0.03532524034380913,0.08925508707761765,0.034411150962114334,0.022216783836483955,0.02594374679028988,0.027896011248230934,0.06790202111005783,0.07142787426710129,0.04278649017214775,0.04071396216750145,0.07478354126214981,0.01188791822642088,0.012214336544275284,0.0,0.000675501418299973,0.0,0.009497348219156265,0.009003887884318829,0.0,0.0,0.0,0.0
5,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0035500444937497377,0.10071908682584763,0.0,0.0,0.0,0.0,0.0,0.0038287057541310787,0.09908270835876465,0.026902005076408386,9.118027810472995e-05,0.008190419524908066,0.02415330708026886,0.0,0.11603085696697235,0.05244873836636543,0.0,0.004936158191412687,0.02515304461121559,0.032666292041540146,0.0053552589379251,0.001250956323929131,0.0,0.0014160312712192535,0.007719808258116245,0.008134420029819012,0.0,0.0,0.05601837486028671,0.08967941254377365,0.04244858771562576,0.029445720836520195,0.024740517139434814,0.025642279535531998,0.07804549485445023,0.08117492496967316,0.04729801416397095,0.04637795314192772,0.07780405879020691,0.014076244086027145,0.013880433514714241,0.0030079949647188187,0.0031063263304531574,0.001580850570462644,0.016649847850203514,0.015870017930865288,0.0,0.0,0.0,0.0
6,0.2,0.0,0.0,0.0,0.0,0.0,0.006469210609793663,0.11503995954990387,0.0,0.0,0.0,0.0,0.0,0.007540110033005476,0.11326638609170914,0.023962656036019325,0.004384821746498346,0.00988172460347414,0.008818675763905048,0.0,0.17646794021129608,0.050257135182619095,0.0,0.003992009442299604,0.03667951002717018,0.041986845433712006,0.00297518796287477,0.0,0.008631359785795212,0.009583010338246822,0.010872498154640198,0.011440138332545757,0.0,0.0,0.04514224827289581,0.08492636680603027,0.04644119739532471,0.03653740510344505,0.0224803127348423,0.024927807971835136,0.06273574382066727,0.06614135205745697,0.05101051926612854,0.05069977417588234,0.0818139985203743,0.015838390216231346,0.015393668785691261,0.005747748073190451,0.002536147367209196,0.0001720469444990158,0.014658509753644466,0.01366144884377718,0.0,0.0,0.0,0.0
7,0.23333333333333334,0.0,0.0,0.0,0.0,0.0,0.0096505805850029,0.11995696276426315,0.00019754312233999372,0.0,0.0,0.0,0.0,0.012096034362912178,0.11835125833749771,0.013165134005248547,0.0051909699104726315,0.010535389184951782,0.0,0.0,0.1263292282819748,0.06989476829767227,0.0,0.0033385232090950012,0.067255899310112,0.06758511066436768,0.0012205623788759112,0.0,0.01091223768889904,0.010997255332767963,0.012359450571238995,0.012839975766837597,0.02708846889436245,0.0,0.07911800593137741,0.07540515810251236,0.06132477521896362,0.052502937614917755,0.002942604711279273,0.006006625946611166,0.04746502637863159,0.04895412549376488,0.055934470146894455,0.05591655895113945,0.08593018352985382,0.014459675177931786,0.01391218788921833,0.006079621613025665,0.002013780875131488,0.0,0.01323085930198431,0.012556361965835094,0.0,0.0,0.0,0.0
8,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.012770507484674454,0.11903076618909836,0.0009473264217376709,0.0,0.0,0.0,0.0,0.014861254952847958,0.11764481663703918,0.0047703939490020275,0.005832256283611059,0.009935582987964153,0.0,0.0,0.06586151570081711,0.07613593339920044,0.0,0.0030510867945849895,0.0997978150844574,0.09775354713201523,0.0002068140311166644,0.0,0.013921239413321018,0.013177708722651005,0.013857441954314709,0.01438137423247099,0.06781134009361267,0.0,0.1255113035440445,0.08192148059606552,0.08316244184970856,0.0735640749335289,0.0,0.0011716237058863044,0.05069457367062569,0.05008051544427872,0.05820562690496445,0.05801352858543396,0.09340331703424454,0.01277196779847145,0.012280730530619621,0.007287782616913319,0.0016853451961651444,0.0,0.012432847172021866,0.011834933422505856,0.0,0.0,0.0,0.0
9,0.3,0.0,0.0,0.0,0.0,0.0,0.017074894160032272,0.11977110803127289,0.0010320700239390135,0.0,0.0,0.0,0.0,0.01886952668428421,0.1183687373995781,0.0,0.0070754787884652615,0.007970805279910564,0.0,0.0,0.02861718460917473,0.09254723787307739,0.00010541528899921104,0.002610178664326668,0.11661314219236374,0.11264123022556305,0.0,0.0,0.014038237743079662,0.012695188634097576,0.014805582351982594,0.015408453531563282,0.0902308002114296,0.0,0.146704763174057,0.08162153512239456,0.10611166059970856,0.0978068932890892,0.0,0.00047558857477270067,0.05043356493115425,0.048131063580513,0.05993010848760605,0.05961786210536957,0.10493136942386627,0.012432325631380081,0.012073991820216179,0.0073434957303106785,0.002160590374842286,0.0,0.012049763463437557,0.011569182388484478,0.0,0.0,0.0,0.0
